1, 9868
2, 10123
3, 10256
4, 10180
5, 9973
6, 10181
7, 10142
8, 10068
9, 10237
10, 10091
11, 9996
12, 10016
13, 10353
14, 10074
15, 10039
16, 10228
17, 10319
18, 10297
19, 10096
20, 10074
21, 10083
22, 10175
23, 10093
24, 10013
25, 10185
26, 10051
27, 9994
28, 10179
29, 10164
30, 10040
31, 10064
32, 10172
33, 10001
34, 10161
35, 10015
36, 10085
37, 10092
38, 10042
39, 10075
40, 10053
41, 10000
42, 10100
43, 10096
44, 10096
45, 10253
46, 10091
47, 10132
48, 10170
49, 10004
50, 10245
51, 9999
52, 10163
53, 9991
54, 10251
55, 10197
56, 10109
57, 10172
58, 9971
59, 10190
60, 10075
61, 10090
62, 10002
63, 10133
64, 9965
65, 9956
66, 10082
67, 10208
68, 10171
69, 10222
70, 10161
71, 10100
72, 9952
73, 10311
74, 10024
75, 10059
76, 10062
77, 10078
78, 9897
79, 10298
80, 10002
81, 10222
82, 10176
83, 10142
84, 10168
85, 10034
86, 10166
87, 9929
88, 10208
89, 10066
90, 10171
91, 10212
92, 10124
93, 9941
94, 10024
95, 9908
96, 10054
97, 9969
98, 10028
99, 10032
